Line_name,Program_name,Group,Pedigree,Note,Family
2MS14_3327-019,2MS14_3327-019,Potential_Parent,08WA-27/08MT-36,,
2MS14_3327-020,2MS14_3327-020,Potential_Parent,08WA-27/08MT-36,,
2MS14_3327-022,2MS14_3327-022,Potential_Parent,08WA-27/08MT-36,,
2MS14_3327-023,2MS14_3327-023,Potential_Parent,08WA-27/08MT-36,,
2MS14_3327-024,2MS14_3327-024,Potential_Parent,08WA-27/08MT-36,,
2MS14_3327-025,2MS14_3327-025,Potential_Parent,08WA-27/08MT-36,,
2MS14_3327-026,2MS14_3327-026,Potential_Parent,08WA-27/08MT-36,,
2MS14_3327-027,2MS14_3327-027,Potential_Parent,08WA-27/08MT-36,,
2MS14_3327-030,2MS14_3327-030,Potential_Parent,08WA-27/08MT-36,,
2MS14_3328-001,2MS14_3328-001,Potential_Parent,09AB-25/08MT-36,,
2MS14_3328-003,2MS14_3328-003,Potential_Parent,09AB-25/08MT-36,,
2MS14_3328-004,2MS14_3328-004,Potential_Parent,09AB-25/08MT-36,,
2MS14_3328-007,2MS14_3328-007,Potential_Parent,09AB-25/08MT-36,,
2MS14_3328-008,2MS14_3328-008,Potential_Parent,09AB-25/08MT-36,,
2MS14_3328-011,2MS14_3328-011,Potential_Parent,09AB-25/08MT-36,,
2MS14_3328-013,2MS14_3328-013,Potential_Parent,09AB-25/08MT-36,,
2MS14_3328-014,2MS14_3328-014,Potential_Parent,09AB-25/08MT-36,,
2MS14_3328-016,2MS14_3328-016,Potential_Parent,09AB-25/08MT-36,,
2MS14_3328-017,2MS14_3328-017,Potential_Parent,09AB-25/08MT-36,,
2MS14_3328-020,2MS14_3328-020,Potential_Parent,09AB-25/08MT-36,,
2MS14_3328-022,2MS14_3328-022,Potential_Parent,09AB-25/08MT-36,,
2MS14_3328-023,2MS14_3328-023,Potential_Parent,09AB-25/08MT-36,,
2MS14_3328-024,2MS14_3328-024,Potential_Parent,09AB-25/08MT-36,,
2MS14_3328-025,2MS14_3328-025,Potential_Parent,09AB-25/08MT-36,,
2MS14_3328-027,2MS14_3328-027,Potential_Parent,09AB-25/08MT-36,,
2MS14_3328-028,2MS14_3328-028,Potential_Parent,09AB-25/08MT-36,,
2MS14_3328-029,2MS14_3328-029,Potential_Parent,09AB-25/08MT-36,,
2MS14_3328-030,2MS14_3328-030,Potential_Parent,09AB-25/08MT-36,,
2MS14_3329-001,2MS14_3329-001,Potential_Parent,09AB-25/08N2-79,,
2MS14_3329-002,2MS14_3329-002,Potential_Parent,09AB-25/08N2-79,,
2MS14_3329-003,2MS14_3329-003,Potential_Parent,09AB-25/08N2-79,,
2MS14_3329-005,2MS14_3329-005,Potential_Parent,09AB-25/08N2-79,,
2MS14_3329-011,2MS14_3329-011,Potential_Parent,09AB-25/08N2-79,,
