Line_name,Program_name,Group,Pedigree,Note,Family
2MS16_4161-144,2MS16_4161-144,Experimental,2MS14_3307-008/2MS14_3307-024,FHB_low_VarG,161
2MS16_4161-145,2MS16_4161-145,Experimental,2MS14_3307-008/2MS14_3307-024,FHB_low_VarG,161
2MS16_4161-146,2MS16_4161-146,Experimental,2MS14_3307-008/2MS14_3307-024,FHB_low_VarG,161
2MS16_4161-147,2MS16_4161-147,Experimental,2MS14_3307-008/2MS14_3307-024,FHB_low_VarG,161
2MS16_4161-148,2MS16_4161-148,Experimental,2MS14_3307-008/2MS14_3307-024,FHB_low_VarG,161
2MS16_4161-149,2MS16_4161-149,Experimental,2MS14_3307-008/2MS14_3307-024,FHB_low_VarG,161
2MS16_4161-150,2MS16_4161-150,Experimental,2MS14_3307-008/2MS14_3307-024,FHB_low_VarG,161
2MS16_4161-151,2MS16_4161-151,Experimental,2MS14_3307-008/2MS14_3307-024,FHB_low_VarG,161
2MS16_4161-152,2MS16_4161-152,Experimental,2MS14_3307-008/2MS14_3307-024,FHB_low_VarG,161
2MS16_4161-153,2MS16_4161-153,Experimental,2MS14_3307-008/2MS14_3307-024,FHB_low_VarG,161
2MS16_4161-154,2MS16_4161-154,Experimental,2MS14_3307-008/2MS14_3307-024,FHB_low_VarG,161
2MS16_4161-155,2MS16_4161-155,Experimental,2MS14_3307-008/2MS14_3307-024,FHB_low_VarG,161
2MS16_4161-156,2MS16_4161-156,Experimental,2MS14_3307-008/2MS14_3307-024,FHB_low_VarG,161
2MS16_4161-157,2MS16_4161-157,Experimental,2MS14_3307-008/2MS14_3307-024,FHB_low_VarG,161
2MS16_4161-158,2MS16_4161-158,Experimental,2MS14_3307-008/2MS14_3307-024,FHB_low_VarG,161
2MS16_4161-159,2MS16_4161-159,Experimental,2MS14_3307-008/2MS14_3307-024,FHB_low_VarG,161
2MS16_4161-160,2MS16_4161-160,Experimental,2MS14_3307-008/2MS14_3307-024,FHB_low_VarG,161
2MS16_4174-001,2MS16_4174-001,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-002,2MS16_4174-002,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-003,2MS16_4174-003,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-004,2MS16_4174-004,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-005,2MS16_4174-005,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-006,2MS16_4174-006,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-007,2MS16_4174-007,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-008,2MS16_4174-008,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-009,2MS16_4174-009,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-010,2MS16_4174-010,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-011,2MS16_4174-011,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-012,2MS16_4174-012,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-013,2MS16_4174-013,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-014,2MS16_4174-014,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-015,2MS16_4174-015,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-016,2MS16_4174-016,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-017,2MS16_4174-017,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-018,2MS16_4174-018,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-019,2MS16_4174-019,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-020,2MS16_4174-020,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-021,2MS16_4174-021,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-022,2MS16_4174-022,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-023,2MS16_4174-023,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-024,2MS16_4174-024,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-025,2MS16_4174-025,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-026,2MS16_4174-026,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-027,2MS16_4174-027,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-028,2MS16_4174-028,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-029,2MS16_4174-029,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-030,2MS16_4174-030,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-031,2MS16_4174-031,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-032,2MS16_4174-032,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-033,2MS16_4174-033,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-034,2MS16_4174-034,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-035,2MS16_4174-035,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-036,2MS16_4174-036,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-037,2MS16_4174-037,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-038,2MS16_4174-038,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-039,2MS16_4174-039,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-040,2MS16_4174-040,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-041,2MS16_4174-041,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-042,2MS16_4174-042,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-043,2MS16_4174-043,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-044,2MS16_4174-044,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-045,2MS16_4174-045,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-046,2MS16_4174-046,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-047,2MS16_4174-047,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-048,2MS16_4174-048,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-049,2MS16_4174-049,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-050,2MS16_4174-050,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-051,2MS16_4174-051,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-052,2MS16_4174-052,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-053,2MS16_4174-053,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-054,2MS16_4174-054,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-055,2MS16_4174-055,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-056,2MS16_4174-056,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-057,2MS16_4174-057,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-058,2MS16_4174-058,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-059,2MS16_4174-059,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-060,2MS16_4174-060,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-061,2MS16_4174-061,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-062,2MS16_4174-062,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-063,2MS16_4174-063,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-064,2MS16_4174-064,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-065,2MS16_4174-065,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-066,2MS16_4174-066,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-067,2MS16_4174-067,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-068,2MS16_4174-068,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-069,2MS16_4174-069,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-070,2MS16_4174-070,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-071,2MS16_4174-071,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-072,2MS16_4174-072,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-073,2MS16_4174-073,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-074,2MS16_4174-074,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-075,2MS16_4174-075,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-076,2MS16_4174-076,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-077,2MS16_4174-077,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-078,2MS16_4174-078,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-079,2MS16_4174-079,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-080,2MS16_4174-080,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-081,2MS16_4174-081,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-082,2MS16_4174-082,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-083,2MS16_4174-083,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-084,2MS16_4174-084,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-085,2MS16_4174-085,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-086,2MS16_4174-086,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-087,2MS16_4174-087,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-088,2MS16_4174-088,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-089,2MS16_4174-089,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-090,2MS16_4174-090,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-091,2MS16_4174-091,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-092,2MS16_4174-092,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-093,2MS16_4174-093,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-094,2MS16_4174-094,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-095,2MS16_4174-095,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-096,2MS16_4174-096,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-097,2MS16_4174-097,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-098,2MS16_4174-098,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-099,2MS16_4174-099,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-100,2MS16_4174-100,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-101,2MS16_4174-101,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-102,2MS16_4174-102,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-103,2MS16_4174-103,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-104,2MS16_4174-104,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-105,2MS16_4174-105,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-106,2MS16_4174-106,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-107,2MS16_4174-107,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-108,2MS16_4174-108,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-109,2MS16_4174-109,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-110,2MS16_4174-110,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-111,2MS16_4174-111,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-112,2MS16_4174-112,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-113,2MS16_4174-113,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-114,2MS16_4174-114,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-115,2MS16_4174-115,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-116,2MS16_4174-116,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-117,2MS16_4174-117,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-118,2MS16_4174-118,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-119,2MS16_4174-119,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-120,2MS16_4174-120,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-121,2MS16_4174-121,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-122,2MS16_4174-122,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-123,2MS16_4174-123,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-124,2MS16_4174-124,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-125,2MS16_4174-125,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-126,2MS16_4174-126,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-127,2MS16_4174-127,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-128,2MS16_4174-128,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-129,2MS16_4174-129,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-130,2MS16_4174-130,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-131,2MS16_4174-131,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-132,2MS16_4174-132,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-133,2MS16_4174-133,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-134,2MS16_4174-134,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-135,2MS16_4174-135,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-136,2MS16_4174-136,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-137,2MS16_4174-137,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-138,2MS16_4174-138,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-139,2MS16_4174-139,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-140,2MS16_4174-140,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-141,2MS16_4174-141,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-142,2MS16_4174-142,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-143,2MS16_4174-143,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-144,2MS16_4174-144,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-145,2MS16_4174-145,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-146,2MS16_4174-146,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-147,2MS16_4174-147,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-148,2MS16_4174-148,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-149,2MS16_4174-149,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-150,2MS16_4174-150,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-151,2MS16_4174-151,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-152,2MS16_4174-152,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-153,2MS16_4174-153,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4174-154,2MS16_4174-154,Experimental,2MS14_3340-025/2MS14_3340-030,FHB_low_VarG,174
2MS16_4175-001,2MS16_4175-001,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-002,2MS16_4175-002,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-003,2MS16_4175-003,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-004,2MS16_4175-004,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-005,2MS16_4175-005,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-006,2MS16_4175-006,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-007,2MS16_4175-007,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-008,2MS16_4175-008,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-009,2MS16_4175-009,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-010,2MS16_4175-010,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-011,2MS16_4175-011,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-012,2MS16_4175-012,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-013,2MS16_4175-013,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-014,2MS16_4175-014,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-015,2MS16_4175-015,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-016,2MS16_4175-016,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-017,2MS16_4175-017,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-018,2MS16_4175-018,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-019,2MS16_4175-019,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-020,2MS16_4175-020,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-021,2MS16_4175-021,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-022,2MS16_4175-022,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-023,2MS16_4175-023,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-024,2MS16_4175-024,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-025,2MS16_4175-025,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-026,2MS16_4175-026,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-027,2MS16_4175-027,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-028,2MS16_4175-028,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-029,2MS16_4175-029,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-030,2MS16_4175-030,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-031,2MS16_4175-031,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-032,2MS16_4175-032,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-033,2MS16_4175-033,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-034,2MS16_4175-034,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-035,2MS16_4175-035,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-036,2MS16_4175-036,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-037,2MS16_4175-037,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-038,2MS16_4175-038,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-039,2MS16_4175-039,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-040,2MS16_4175-040,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-041,2MS16_4175-041,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-042,2MS16_4175-042,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-043,2MS16_4175-043,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-044,2MS16_4175-044,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-045,2MS16_4175-045,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-046,2MS16_4175-046,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-047,2MS16_4175-047,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-048,2MS16_4175-048,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-049,2MS16_4175-049,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-050,2MS16_4175-050,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-051,2MS16_4175-051,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-052,2MS16_4175-052,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-053,2MS16_4175-053,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-054,2MS16_4175-054,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-055,2MS16_4175-055,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-056,2MS16_4175-056,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-057,2MS16_4175-057,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-058,2MS16_4175-058,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-059,2MS16_4175-059,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-060,2MS16_4175-060,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-061,2MS16_4175-061,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-062,2MS16_4175-062,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-063,2MS16_4175-063,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-064,2MS16_4175-064,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-065,2MS16_4175-065,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-066,2MS16_4175-066,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-067,2MS16_4175-067,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-068,2MS16_4175-068,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
2MS16_4175-069,2MS16_4175-069,Experimental,2MS14_3323-011/2MS14_3341-006,HD_FHB_pos_correlation,175
